-1.440000;-0.494323;2.476731;-0.758485
-0.620000;-5.992679;57.132034;-75.396105
-0.050000;-8.823448;-5.932531;3.698938
-0.010000;-0.495203;-0.414084;-1.156625
0.030000;0.960565;-5.908009;4.809731
0.080000;1.712633;8.954439;9.440007
0.180000;51.601106;256.709905;-37.740051
0.400000;-1.469312;3.176170;0.320024
0.450000;21.065573;9.568417;-35.951967
0.450000;3.189296;151.364387;19.682142
0.610000;-50.954051;-30.562870;-104.478695
0.760000;2.355468;-4.487300;0.790749
0.770000;-44.363755;-5.171957;-88.034513
0.870000;7.027220;18.287604;5.806661
0.960000;1.689045;8.828648;9.308413
0.980000;-69.990853;-27.285826;-14.821760
1.060000;-58.542602;-140.307591;-75.574766
1.160000;-4.055465;8.195180;4.867171
1.170000;6.450517;-1.799476;-3.807757
1.250000;-42.168771;-8.909619;-73.723149
1.250000;197.250632;-232.113407;307.600832
1.350000;-0.495181;-0.413973;-1.156674
1.360000;-21.018857;11.132218;5.041397
1.500000;-27.497987;105.141608;-60.171969
1.580000;-5.311938;12.130011;8.238737
1.590000;-14.606901;-1.998688;-22.800748
1.620000;-16.048583;-138.749793;-105.649898
1.640000;11.658576;76.036136;8.560120
1.650000;5.281578;35.650400;19.655456
1.670000;-8.980712;8.001552;-32.546536
1.690000;62.775122;602.666910;-12.712683
1.730000;18.672505;-9.904001;-22.635193
1.740000;18.918488;224.809409;-7.651875
1.750000;-124.300149;195.993257;-251.831601
1.760000;-13.775959;-3.309169;20.972944
1.790000;62.885098;77.880689;118.708804
1.790000;3.817188;-36.057831;-24.812975
1.810000;-17.298705;4.334880;33.191332
1.830000;-129.733458;421.761488;-218.979855
1.850000;-18.529548;-9.394541;24.164506
1.860000;-54.837080;76.515238;-159.872623
1.860000;-6.654055;-67.016643;-62.796539
1.900000;0.036195;17.601288;17.569058
1.910000;-13.127447;-40.804561;-111.826781
1.930000;-5.266162;31.714389;9.461403
1.930000;-9.394033;10.739813;-20.158771
1.940000;17.850262;-24.200974;-45.841245
1.970000;1.343100;1.047629;132.614909
1.980000;-14.209731;142.995999;-46.568852
1.990000;-43.003468;33.722848;-8.322089
2.010000;15.731986;9.751722;8.033610
2.010000;-34.002797;15.860719;13.538740
2.040000;27.583638;5.310463;-9.119792
2.050000;14.950858;-60.794062;-30.937099
2.060000;-12.358808;-7.624204;-10.694288
2.070000;25.974572;0.951042;14.461264
2.070000;46.946371;14.741814;35.255129
2.070000;10.444137;195.314937;-33.326707
2.070000;-8.058164;-7.429707;38.619407
2.070000;34.993484;-12.277259;-39.608199
2.080000;-1.587067;-14.453242;3.239454
2.090000;14.189428;15.238793;18.072114
2.100000;76.368059;45.840864;81.131974
2.140000;-10.633926;0.508011;2.767546
2.150000;79.836717;20.168018;146.837047
2.200000;-25.771821;-4.720403;-30.097707
2.210000;-130.674899;218.376203;-213.564535
2.210000;-90.887872;78.251756;-201.791538
2.220000;-12.176093;-16.558746;10.343974
2.230000;-88.662596;82.682121;-114.774841
2.230000;-14.115808;-5.413302;21.531272
2.230000;249.318228;-348.795593;363.040966
2.240000;37.984817;6.784483;58.379619
2.240000;-0.436154;-29.451035;37.014357
2.250000;25.868117;210.729667;-1.108306
2.280000;8.600014;0.344589;14.409503
2.290000;-70.726493;-32.938100;-105.309044
2.290000;-69.332609;-120.492107;-57.928452
2.290000;-4.842163;-15.395680;-11.006616
2.300000;-73.354913;-62.611867;-104.837277
2.330000;-54.086167;-43.605833;-62.903000
2.340000;-13.103033;3.398358;20.360601
2.350000;-41.582771;-36.462926;28.269741
2.380000;172.769915;-116.330918;36.257820
2.390000;-8.785101;-114.747994;-93.292778
2.400000;19.083654;2.198282;-17.483284
2.410000;-15.094867;0.406425;20.552678
2.430000;-5.602493;-25.470005;-7.342684
2.440000;51.433435;-12.877612;28.290136
2.450000;-190.762166;496.337122;-298.432917
2.450000;5.276111;-4.483201;13.348778
2.470000;-77.657770;63.951481;-143.729782
2.480000;12.262597;-13.834612;12.455654
2.490000;38.311434;-9.417123;10.722722
2.540000;53.342561;54.414384;5.448321
2.540000;-39.017319;-103.200447;-20.582092
2.550000;-69.545858;-38.367530;-86.039492
2.560000;-16.442201;3.337108;6.280742
2.560000;-55.881427;-102.320756;-41.986040
2.580000;76.877195;643.047236;-208.208000
2.580000;-80.490795;-2.936809;-98.484590
2.580000;-44.805937;-3.095058;-14.197066
2.600000;6.326274;-22.577554;-13.471863
2.610000;-36.549398;-42.420251;-9.252607
2.630000;-12.578600;-18.695648;2.537718
2.640000;14.752622;8.063457;6.389157
2.650000;5.885917;66.110037;-44.893180
2.650000;0.049188;40.426416;30.699340
2.650000;-40.529889;-6.127261;-17.735390
2.660000;14.082378;5.534130;26.457567
2.680000;-9.487671;-5.188142;3.596709
2.680000;-60.951955;-60.176134;-80.247234
2.690000;34.378539;121.884168;82.763748
2.690000;-22.183186;7.339648;-27.280949
2.690000;-33.992375;-5.563974;-90.370102
2.700000;-17.880984;-139.408810;-107.054828
2.710000;-65.206299;186.349551;-149.300305
2.720000;8.460232;-92.098382;-53.027575
2.720000;53.215608;-106.431852;22.297682
2.730000;-23.290749;-46.890988;-3.380547
2.730000;-5.477258;-12.300885;24.814526
2.740000;-56.980945;19.910719;-125.948607
2.740000;-11.488622;-2.111702;-0.295552
2.750000;76.014147;706.411475;-73.546040
2.750000;-13.562569;-4.976416;-10.773082
2.750000;-16.408581;-15.151818;-6.421874
2.760000;-1.802333;-24.949291;1.998237
2.780000;6.156194;26.585876;-2.429001
2.780000;-15.155861;-36.689058;15.628430
2.780000;-20.995512;-104.709944;27.400863
2.790000;-54.778605;-3.625250;-90.466000
2.790000;-9.169333;-70.678899;92.218765
2.800000;-57.388809;-78.369378;-84.935884
2.810000;6.349344;45.531613;-17.425966
2.810000;-3.073152;-8.593139;5.615032
2.820000;1.635267;0.184517;-7.275205
2.820000;-45.960032;-119.546841;-68.720500
2.820000;2.635486;-21.487046;-10.289309
2.830000;115.664183;6.687324;31.442127
2.830000;-9.379037;15.076242;-8.018549
2.830000;-2.869157;-4.734869;-11.070637
2.840000;102.130978;166.878316;121.704179
2.840000;-16.904234;-110.792345;-163.251778
2.840000;-6.473763;-52.424912;-62.676478
2.850000;61.664507;94.489136;50.483636
2.850000;-31.782664;-8.840495;6.388060
2.850000;9.534405;-6.248606;-3.296196
2.850000;-5.383676;12.292323;8.349873
2.860000;9.103629;5.191033;-19.357346
2.860000;15.779435;-32.006459;35.848100
2.870000;-6.562116;65.281443;27.194957
2.870000;-13.248562;-15.637336;-52.511910
2.870000;27.447381;-13.018072;-53.171301
2.880000;26.857490;26.453029;-31.974932
2.880000;43.714239;-139.143552;-56.055078
2.890000;-18.209817;45.556204;7.147858
2.890000;-26.795114;-6.684223;21.824384
2.890000;-81.301517;-139.203202;-79.023364
2.900000;76.156467;129.099690;125.816858
2.900000;-80.536239;-175.075401;-92.301792
2.900000;130.759282;-98.929336;-15.993766
2.910000;30.696986;32.009546;59.949578
2.920000;-155.321542;101.734428;-399.488275
2.930000;53.599160;-18.717064;33.070991
2.940000;-7.654383;34.572281;-43.130564
2.940000;-25.316094;-3.317674;-7.570570
2.950000;140.987693;-76.722268;-0.896054
2.970000;30.760217;52.235828;-14.563080
2.970000;12.391949;126.637551;49.207351
2.970000;-57.700126;38.244772;30.494289
2.980000;0.648969;-25.602281;-15.040072
2.990000;-35.509172;-12.735386;-16.146279
2.990000;-24.497404;-451.772701;-381.351324
2.990000;6.958810;-23.716532;6.099966
3.000000;26.909766;17.068198;22.302471
3.000000;-30.843315;6.885330;31.054046
3.000000;-29.797327;-35.741213;141.814461
3.000000;-35.432890;-115.662040;-94.671563
3.000000;43.853581;-26.892269;-39.280780
3.010000;59.860731;87.855481;117.192812
3.020000;-8.512138;95.786306;-55.662081
3.020000;-210.498109;746.064177;-342.438173
3.020000;-89.880850;-3.973272;-37.486747
3.030000;118.129799;456.518488;452.573030
3.040000;-38.249334;-7.830610;-97.161472
3.040000;-16.449442;-12.860715;16.495060
3.050000;45.350466;-108.518380;62.430012
3.050000;55.920163;-79.116953;-25.564218
3.060000;-44.684834;230.247724;110.023705
3.060000;-48.161684;21.865099;46.794651
3.070000;3.534238;-10.788301;27.627312
3.100000;2.754228;-35.738834;-26.777975
3.110000;-35.316755;36.765697;5.309278
3.110000;-40.343946;12.793047;-12.291085
3.110000;-58.063196;6.158685;-114.692848
3.110000;12.976855;-15.802893;-22.152943
3.120000;0.855327;21.672805;-15.624858
3.120000;-6.835882;6.883318;10.789878
3.120000;-22.059130;-80.386753;-123.538160
3.120000;-4.075476;-20.503689;9.676738
3.130000;-61.872830;-61.421692;-78.787457
3.140000;-39.512346;32.846027;35.172040
3.160000;-31.754679;24.098313;-61.464914
3.160000;-18.017787;-90.679203;69.185936
3.170000;-13.618850;81.907249;-77.960909
3.170000;-6.693935;5.005096;10.574720
3.170000;-9.178442;-40.388128;91.793254
3.170000;12.937936;-64.083559;-33.297761
3.180000;12.978524;54.599524;49.189770
3.180000;-5.319852;-4.563974;-15.014538
3.190000;2.413721;7.636770;0.977904
3.190000;14.257014;58.775516;-24.892270
3.190000;-7.432411;-26.650562;4.567947
3.190000;-1.362278;-30.763993;-23.241560
3.210000;28.278409;-25.253540;22.089851
3.210000;3.008186;-0.271815;13.774751
3.220000;-131.223518;-158.301112;-176.532145
3.230000;-13.962311;-29.378579;-2.669978
3.230000;1.719456;-18.438938;-0.937748
3.230000;55.219515;-42.886719;198.108029
